"title","description","starter_code","test_cases","skill_tags","difficulty"
"Hyperparameter Search — Data/ML #75","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"SQL for ETL — Data/ML #76","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Batch Inference — Data/ML #77","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Model Explainability — Data/ML #78","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Data Schema Migration — Data/ML #79","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Anomaly Detection — Data/ML #80","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Data Cleaning Pipeline — Data/ML #81","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Feature Engineering — Data/ML #82","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Train/Test Split & Leakage — Data/ML #83","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train a Classifier — Data/ML #84","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Hyperparameter Search — Data/ML #85","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"SQL for ETL — Data/ML #86","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Batch Inference — Data/ML #87","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Model Explainability — Data/ML #88","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Data Schema Migration — Data/ML #89","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Anomaly Detection — Data/ML #90","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Data Cleaning Pipeline — Data/ML #91","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Feature Engineering — Data/ML #92","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train/Test Split & Leakage — Data/ML #93","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Train a Classifier — Data/ML #94","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Hyperparameter Search — Data/ML #95","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"SQL for ETL — Data/ML #96","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Batch Inference — Data/ML #97","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Model Explainability — Data/ML #98","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Data Schema Migration — Data/ML #99","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Anomaly Detection — Data/ML #100","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"C Pointer Exercise — Mixed #1","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"Memory Leak Detection — Mixed #2","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #3","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","easy"
"Java Multithreading — Mixed #4","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","medium"
"SQL + API Integration — Mixed #5","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","medium"
"System Design: Notification Service — Mixed #6","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Performance Optimization — Mixed #7","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Embedded Systems Stub — Mixed #8","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Kubernetes YAML — Mixed #9","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","medium"
"Cross-language RPC — Mixed #10","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","medium"
"C Pointer Exercise — Mixed #11","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","hard"
"Memory Leak Detection — Mixed #12","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #13","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","hard"
"Java Multithreading — Mixed #14","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","medium"
"SQL + API Integration — Mixed #15","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","easy"
"System Design: Notification Service — Mixed #16","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Performance Optimization — Mixed #17","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Embedded Systems Stub — Mixed #18","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"Kubernetes YAML — Mixed #19","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","medium"
"Cross-language RPC — Mixed #20","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"C Pointer Exercise — Mixed #21","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Memory Leak Detection — Mixed #22","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"C++ RAII Class — Mixed #23","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","medium"
"Java Multithreading — Mixed #24","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","easy"
"SQL + API Integration — Mixed #25","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","easy"
"System Design: Notification Service — Mixed #26","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","medium"
"Performance Optimization — Mixed #27","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Embedded Systems Stub — Mixed #28","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Kubernetes YAML — Mixed #29","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","easy"
"Cross-language RPC — Mixed #30","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","medium"
"C Pointer Exercise — Mixed #31","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"Memory Leak Detection — Mixed #32","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","hard"
"C++ RAII Class — Mixed #33","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","hard"
"Java Multithreading — Mixed #34","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","easy"
"SQL + API Integration — Mixed #35","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"System Design: Notification Service — Mixed #36","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Performance Optimization — Mixed #37","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","medium"
"Embedded Systems Stub — Mixed #38","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","hard"
"Kubernetes YAML — Mixed #39","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","medium"
"Cross-language RPC — Mixed #40","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"C Pointer Exercise — Mixed #41","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Memory Leak Detection — Mixed #42","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #43","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","medium"
"Java Multithreading — Mixed #44","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","easy"
"SQL + API Integration — Mixed #45","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","easy"
"System Design: Notification Service — Mixed #46","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","medium"
"Performance Optimization — Mixed #47","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Embedded Systems Stub — Mixed #48","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Kubernetes YAML — Mixed #49","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","medium"
"Cross-language RPC — Mixed #50","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","easy"
"C Pointer Exercise — Mixed #51","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Memory Leak Detection — Mixed #52","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #53","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","hard"
"Java Multithreading — Mixed #54","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","medium"
"SQL + API Integration — Mixed #55","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"System Design: Notification Service — Mixed #56","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","medium"
"Performance Optimization — Mixed #57","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Embedded Systems Stub — Mixed #58","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Kubernetes YAML — Mixed #59","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","easy"
"Cross-language RPC — Mixed #60","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"C Pointer Exercise — Mixed #61","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Memory Leak Detection — Mixed #62","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"C++ RAII Class — Mixed #63","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","easy"
"Java Multithreading — Mixed #64","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","easy"
"SQL + API Integration — Mixed #65","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"System Design: Notification Service — Mixed #66","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Performance Optimization — Mixed #67","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","medium"
"Embedded Systems Stub — Mixed #68","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","hard"
